Date,Open,High,Low,Close,Adj Close,Volume
2021-11-22,1581.800049,1581.800049,1520.000000,1541.300049,1541.300049,1951782
2021-11-23,1522.000000,1564.449951,1506.300049,1560.550049,1560.550049,1823592
2021-11-24,1568.800049,1569.900024,1530.000000,1538.099976,1538.099976,1644163
2021-11-25,1531.000000,1564.800049,1530.050049,1559.349976,1559.349976,1557493
2021-11-26,1544.000000,1550.000000,1510.150024,1527.400024,1527.400024,1522173
2021-11-29,1515.000000,1545.500000,1479.400024,1536.650024,1536.650024,1995524
2021-11-30,1529.000000,1594.449951,1526.500000,1541.449951,1541.449951,5662900
2021-12-01,1550.000000,1594.400024,1550.000000,1587.599976,1587.599976,2761193
2021-12-02,1590.000000,1632.500000,1580.000000,1629.650024,1629.650024,2664202
2021-12-03,1625.000000,1638.250000,1589.699951,1593.300049,1593.300049,2400296
2021-12-06,1606.000000,1619.550049,1546.849976,1551.750000,1551.750000,2911781
2021-12-07,1564.000000,1581.349976,1536.000000,1576.650024,1576.650024,1758254
2021-12-08,1582.650024,1614.800049,1582.050049,1604.800049,1604.800049,1604565
2021-12-09,1593.000000,1620.000000,1585.000000,1611.199951,1611.199951,1947954
2021-12-10,1611.000000,1611.199951,1578.550049,1602.650024,1602.650024,1776362
2021-12-13,1605.000000,1655.500000,1597.449951,1638.150024,1638.150024,3163063
2021-12-14,1640.000000,1665.000000,1625.650024,1642.699951,1642.699951,2725454
2021-12-15,1639.000000,1646.300049,1615.900024,1641.599976,1641.599976,1622068
2021-12-16,1649.000000,1667.650024,1642.199951,1652.650024,1652.650024,2225836
2021-12-17,1669.199951,1675.000000,1626.900024,1642.849976,1642.849976,3405084
2021-12-20,1635.000000,1638.349976,1576.599976,1598.050049,1598.050049,2233189
2021-12-21,1605.500000,1655.300049,1605.500000,1632.949951,1632.949951,2237445
2021-12-22,1645.000000,1661.699951,1631.750000,1659.750000,1659.750000,1656110
2021-12-23,1670.000000,1691.099976,1664.150024,1683.800049,1683.800049,1715034
2021-12-24,1683.349976,1735.199951,1680.349976,1723.800049,1723.800049,3343946
2021-12-27,1724.500000,1792.000000,1703.650024,1785.000000,1785.000000,4512000
2021-12-28,1785.000000,1823.000000,1776.099976,1806.099976,1806.099976,3605483
2021-12-29,1800.500000,1821.000000,1782.750000,1786.849976,1786.849976,1902921
2021-12-30,1787.000000,1838.000000,1786.000000,1799.949951,1799.949951,4650594
2021-12-31,1800.199951,1813.000000,1783.449951,1790.550049,1790.550049,2378048
2022-01-03,1795.050049,1818.000000,1783.000000,1784.800049,1784.800049,1779147
2022-01-04,1793.000000,1803.800049,1767.000000,1789.800049,1789.800049,2701533
2022-01-05,1779.949951,1782.949951,1733.000000,1737.550049,1737.550049,3138050
2022-01-06,1725.000000,1728.849976,1690.000000,1692.099976,1692.099976,4290750
2022-01-07,1702.000000,1724.550049,1695.099976,1703.849976,1703.849976,2103362
2022-01-10,1719.000000,1725.000000,1687.500000,1716.000000,1716.000000,2330348
2022-01-11,1705.000000,1745.000000,1705.000000,1737.150024,1737.150024,2704832
2022-01-12,1754.000000,1755.000000,1721.000000,1730.449951,1730.449951,3013194
2022-01-13,1730.000000,1748.900024,1701.800049,1718.800049,1718.800049,2768371
2022-01-14,1714.500000,1746.800049,1696.500000,1737.750000,1737.750000,1889385
2022-01-17,1732.949951,1751.000000,1720.000000,1722.400024,1722.400024,2522806
2022-01-18,1740.000000,1746.550049,1650.050049,1660.750000,1660.750000,4878369
2022-01-19,1663.099976,1676.599976,1627.550049,1670.099976,1670.099976,2610709
2022-01-20,1670.099976,1673.199951,1643.550049,1666.900024,1666.900024,2440011
