Date,Open,High,Low,Close,Adj Close,Volume
2017-05-19,480.750000,481.350006,473.924988,478.975006,418.891113,4257396
2017-05-22,479.200012,483.450012,478.274994,480.725006,420.421570,5503052
2017-05-23,482.325012,483.500000,477.049988,478.649994,418.606842,4039982
2017-05-24,480.000000,482.750000,474.799988,477.399994,417.513672,5636286
2017-05-25,480.500000,493.299988,480.500000,491.649994,429.976135,10438514
2017-05-26,493.500000,500.000000,490.299988,497.850006,435.398376,4988004
2017-05-29,495.450012,498.350006,487.850006,492.575012,430.785126,6308434
2017-05-30,491.000000,500.000000,489.325012,498.100006,435.617035,3716910
2017-05-31,496.774994,496.774994,487.424988,488.524994,427.243134,7763900
2017-06-01,484.649994,489.850006,479.274994,485.700012,431.283447,5508606
2017-06-02,486.700012,487.725006,482.100006,484.725006,430.417633,3917966
2017-06-05,485.000000,486.000000,478.524994,479.375000,425.667023,5462698
2017-06-06,482.500000,493.750000,482.200012,489.674988,434.813019,7008686
2017-06-07,492.500000,494.450012,472.500000,480.649994,426.799133,12455046
2017-06-08,481.475006,481.475006,474.075012,478.225006,424.645874,6195352
2017-06-09,469.274994,475.475006,461.500000,474.299988,421.160614,14757662
2017-06-12,471.674988,482.600006,470.049988,481.924988,427.931305,8591676
2017-06-13,476.750000,481.475006,475.799988,478.899994,425.245239,4937794
2017-06-14,480.000000,480.950012,475.600006,479.299988,425.600403,7438110
2017-06-15,479.825012,483.975006,474.799988,476.049988,422.714539,5528062
2017-06-16,474.549988,476.924988,468.000000,470.125000,417.453400,10948450
2017-06-19,469.975006,470.125000,464.000000,464.924988,412.835999,6855860
2017-06-20,467.500000,473.450012,467.024994,471.774994,418.918488,5184396
2017-06-21,472.500000,474.500000,468.024994,471.674988,418.829742,3735864
2017-06-22,473.850006,484.350006,467.549988,470.075012,417.409027,9465242
2017-06-23,472.500000,474.575012,469.000000,471.625000,418.785339,6403018
2017-06-27,472.500000,474.000000,461.875000,463.524994,411.592834,6904660
2017-06-28,466.399994,466.500000,460.500000,462.350006,410.549438,5905224
2017-06-29,465.100006,473.975006,463.299988,465.100006,412.991364,15914040
2017-06-30,465.399994,469.000000,464.500000,467.774994,415.366608,4216700
2017-07-03,470.549988,477.500000,467.299988,475.950012,422.625763,5088924
2017-07-04,476.924988,485.000000,474.700012,481.075012,427.176575,5167726
2017-07-05,479.500000,479.500000,472.700012,475.450012,422.181763,4226228
2017-07-06,472.500000,478.500000,472.100006,473.500000,420.450226,3829720
2017-07-07,471.924988,472.725006,466.524994,467.700012,415.300079,5776886
2017-07-10,471.600006,479.899994,470.000000,478.524994,424.912231,1464376
2017-07-11,478.325012,494.750000,478.325012,487.674988,433.037109,11539708
2017-07-12,487.475006,490.750000,484.375000,486.174988,431.705139,6275976
2017-07-13,488.625000,491.725006,482.049988,488.524994,433.791870,5170392
2017-07-14,499.725006,503.424988,483.024994,486.024994,431.571960,22478180
2017-07-17,487.500000,496.000000,487.000000,492.024994,436.899780,7698250
2017-07-18,493.024994,502.399994,490.549988,492.799988,437.587921,8260180
2017-07-19,490.725006,494.325012,484.549988,489.924988,435.035065,5890278
2017-07-20,489.649994,489.924988,483.475006,484.725006,430.417633,6809740
2017-07-21,486.500000,491.274994,485.700012,490.049988,435.146027,5980754
2017-07-24,491.750000,497.000000,491.299988,495.274994,439.785645,6129176
2017-07-25,495.000000,499.500000,493.100006,496.924988,441.250763,7145614
2017-07-26,499.049988,499.500000,495.200012,497.024994,441.339539,6870024
2017-07-27,498.000000,502.000000,483.399994,485.524994,431.127991,12676852
2017-07-28,488.000000,501.500000,481.149994,498.674988,442.804718,11098428
2017-07-31,495.950012,510.850006,493.375000,505.600006,448.953857,19158248
2017-08-01,505.500000,508.500000,499.174988,502.774994,446.445313,7689398
2017-08-02,503.000000,506.375000,493.600006,496.674988,441.028748,4257584
2017-08-03,495.500000,499.375000,490.125000,492.000000,436.877533,4640348
2017-08-04,494.000000,494.500000,488.024994,491.875000,436.766571,5349018
2017-08-07,491.750000,491.875000,482.850006,484.125000,429.884888,6073744
2017-08-08,484.250000,485.125000,477.524994,481.924988,427.931305,6004648
2017-08-09,483.825012,486.950012,482.274994,484.674988,430.373230,3922410
2017-08-10,484.950012,493.750000,484.674988,490.625000,435.656647,9140684
2017-08-11,488.000000,498.500000,484.799988,493.850006,438.520264,6544156
2017-08-14,494.000000,494.600006,488.575012,490.725006,435.745392,3816470
2017-08-16,491.000000,493.049988,484.500000,487.600006,432.970581,6178080
2017-08-17,502.500000,514.625000,499.024994,510.424988,453.238281,25784260
2017-08-18,508.950012,508.950012,442.100006,461.625000,409.905731,164404960
2017-08-21,462.000000,462.000000,435.000000,436.700012,387.773254,90407176
2017-08-22,447.600006,448.524994,430.000000,437.700012,388.661224,49242598
2017-08-23,440.000000,451.850006,436.950012,446.399994,396.386505,61284190
2017-08-24,455.000000,459.125000,451.174988,456.075012,404.977509,42380524
2017-08-28,471.975006,476.975006,469.000000,470.500000,417.786377,40712108
2017-08-29,470.725006,471.000000,462.774994,463.725006,411.770447,13369392
2017-08-30,468.600006,469.500000,462.049988,463.325012,411.415222,16149664
2017-08-31,464.399994,464.475006,456.450012,457.475006,406.220673,15022452
2017-09-01,457.975006,462.950012,455.000000,459.975006,408.440521,8433922
2017-09-04,460.500000,460.549988,446.750000,450.100006,399.671936,10177108
2017-09-05,451.000000,452.500000,448.625000,450.950012,400.426666,9783392
2017-09-06,450.000000,450.149994,445.000000,447.799988,397.629639,7735910
2017-09-07,450.000000,450.250000,446.174988,447.875000,397.696228,6241192
2017-09-08,449.500000,449.500000,441.049988,442.149994,392.612671,8604542
2017-09-11,445.200012,445.899994,436.825012,439.350006,390.126373,13787642
2017-09-12,441.274994,443.875000,439.399994,442.024994,392.501556,17241354
2017-09-13,442.750000,443.799988,440.500000,441.875000,392.368439,11478228
2017-09-14,442.250000,448.299988,440.799988,446.200012,396.208954,13698006
2017-09-15,446.149994,456.625000,446.100006,454.125000,403.245972,13459460
2017-09-18,455.000000,458.875000,453.149994,454.549988,403.623322,8475860
2017-09-19,454.000000,458.000000,451.750000,456.125000,405.021881,6033330
2017-09-20,458.500000,458.500000,453.725006,456.350006,405.221680,5767830
2017-09-21,457.500000,457.625000,454.075012,454.774994,403.823120,8204152
2017-09-22,454.075012,455.125000,444.000000,449.149994,398.828339,17604088
2017-09-25,450.500000,450.975006,444.549988,447.674988,397.518585,9088700
2017-09-26,448.500000,454.200012,447.149994,452.950012,402.202606,7366478
2017-09-27,453.049988,453.950012,447.549988,449.899994,399.494324,6000138
2017-09-28,448.049988,451.950012,447.149994,448.000000,397.807190,17537266
2017-09-29,449.000000,451.200012,447.500000,449.950012,399.538757,5705832
2017-10-03,455.049988,456.000000,450.799988,451.774994,401.159302,4947522
2017-10-04,451.500000,452.700012,448.575012,449.799988,399.405487,4991492
2017-10-05,450.000000,452.475006,449.500000,451.524994,400.937256,8611300
2017-10-06,452.000000,461.000000,451.975006,460.075012,408.529327,8574308
2017-10-09,460.000000,464.500000,457.000000,461.950012,410.194305,3504832
2017-10-10,469.975006,469.975006,464.774994,467.725006,415.322266,7143220
2017-10-11,467.725006,469.000000,464.000000,465.350006,413.213348,5982504
2017-10-12,465.000000,467.174988,459.774994,463.649994,411.703796,10280972
2017-10-13,466.399994,466.750000,463.774994,465.049988,412.946930,7180728
2017-10-16,467.975006,471.000000,466.500000,469.500000,416.898376,5758750
2017-10-17,468.399994,468.399994,464.750000,465.250000,413.124542,5625102
2017-10-18,464.450012,465.000000,461.475006,462.174988,410.394135,7231852
2017-10-19,465.000000,466.000000,462.600006,463.475006,411.548431,1091434
2017-10-23,465.000000,471.000000,464.049988,469.750000,417.120361,9154096
2017-10-24,473.000000,473.325012,460.799988,463.250000,411.348663,14529328
2017-10-25,459.500000,472.350006,457.625000,467.649994,415.255676,13984134
2017-10-26,471.000000,475.899994,470.049988,473.674988,420.605621,33659258
2017-10-27,477.500000,478.850006,472.000000,473.174988,420.161621,8524956
2017-10-30,477.325012,477.325012,470.524994,472.049988,419.162689,12968326
2017-10-31,462.500000,465.000000,460.000000,460.924988,414.998535,9954988
2017-11-01,462.500000,464.700012,461.649994,463.524994,417.339447,5633134
2017-11-02,461.524994,463.000000,460.000000,461.450012,415.471222,4686138
2017-11-03,458.500000,464.950012,458.475006,463.325012,417.159424,3699086
2017-11-06,461.575012,467.500000,461.325012,464.350006,418.082275,5066534
2017-11-07,463.125000,480.000000,462.924988,477.750000,430.147125,13442820
2017-11-08,480.125000,480.924988,473.750000,476.149994,428.706543,5369994
2017-11-09,476.500000,481.500000,474.125000,477.250000,429.696930,4723232
2017-11-10,479.399994,482.174988,475.000000,481.024994,433.095764,6589428
2017-11-13,481.024994,484.700012,474.674988,475.975006,428.548920,5021216
2017-11-14,475.975006,477.424988,471.625000,474.549988,427.265930,5733710
2017-11-15,472.575012,476.750000,472.250000,475.899994,428.481476,7023516
2017-11-16,475.899994,497.950012,474.250000,494.200012,444.958099,15687502
2017-11-17,492.750000,492.750000,482.575012,485.475006,437.102386,8057670
2017-11-20,484.500000,485.500000,478.625000,480.274994,432.420502,5661190
2017-11-21,480.649994,485.750000,480.024994,483.125000,434.986511,5364656
2017-11-22,483.299988,485.524994,481.649994,483.149994,435.009064,6084920
2017-11-23,485.750000,497.225006,484.500000,495.625000,446.240997,11894618
2017-11-24,495.450012,509.649994,495.100006,504.774994,454.479309,18619912
2017-11-27,503.350006,503.350006,496.649994,499.375000,449.617401,6017730
2017-11-28,497.200012,499.950012,490.649994,492.350006,443.292389,4616868
2017-11-29,493.825012,495.975006,490.149994,491.350006,442.391998,3838070
2017-11-30,494.725006,494.725006,484.174988,488.049988,439.420776,17266944
2017-12-01,489.700012,491.600006,478.524994,479.399994,431.632721,4085000
2017-12-04,490.000000,498.399994,484.274994,492.674988,443.584930,17811606
2017-12-05,492.674988,501.500000,489.500000,492.174988,443.134796,9976738
2017-12-06,492.500000,497.049988,492.000000,495.149994,445.813354,7490094
2017-12-07,494.500000,501.450012,492.799988,499.899994,450.090088,7549544
2017-12-08,500.500000,503.500000,497.500000,500.924988,451.012878,5983244
