Date,Open,High,Low,Close,Adj Close,Volume
2021-11-22,3478.399902,3515.949951,3440.300049,3458.399902,3452.333496,3167936
2021-11-23,3445.000000,3480.949951,3407.800049,3464.250000,3458.173340,2153461
2021-11-24,3472.199951,3493.050049,3424.000000,3443.300049,3437.260254,2161746
2021-11-25,3443.899902,3463.000000,3434.050049,3445.899902,3439.855469,1849619
2021-11-26,3425.000000,3490.000000,3411.899902,3446.850098,3440.803955,1941251
2021-11-29,3447.149902,3529.350098,3406.449951,3502.000000,3495.857178,2981745
2021-11-30,3491.000000,3563.750000,3491.000000,3529.149902,3522.959473,5588446
2021-12-01,3535.000000,3590.000000,3535.000000,3577.800049,3571.524170,2102118
2021-12-02,3589.199951,3648.000000,3574.100098,3642.899902,3636.509766,3152938
2021-12-03,3646.449951,3665.949951,3630.850098,3640.449951,3634.064209,2486263
2021-12-06,3640.449951,3658.000000,3522.000000,3536.399902,3530.196777,1849642
2021-12-07,3562.500000,3598.000000,3524.300049,3584.500000,3578.212402,1484458
2021-12-08,3601.000000,3646.449951,3601.000000,3626.899902,3620.537842,1428660
2021-12-09,3610.000000,3634.750000,3566.000000,3601.750000,3595.432129,1567957
2021-12-10,3585.000000,3642.000000,3575.100098,3636.800049,3630.420654,1510718
2021-12-13,3650.000000,3662.000000,3601.699951,3609.649902,3603.318115,1883864
2021-12-14,3605.000000,3635.000000,3576.699951,3623.800049,3617.443604,1747007
2021-12-15,3620.000000,3623.000000,3558.149902,3570.350098,3564.087402,1603233
2021-12-16,3582.000000,3608.449951,3570.000000,3581.600098,3575.317627,2072320
2021-12-17,3602.500000,3651.350098,3573.699951,3584.350098,3578.062744,4333992
2021-12-20,3589.000000,3606.000000,3510.149902,3556.899902,3550.660645,2312310
2021-12-21,3582.649902,3641.199951,3566.399902,3608.300049,3601.970703,2340989
2021-12-22,3624.000000,3636.800049,3606.250000,3630.750000,3624.381348,1224328
2021-12-23,3648.000000,3670.500000,3630.000000,3662.699951,3656.275146,1792861
2021-12-24,3685.000000,3705.000000,3644.800049,3670.899902,3664.460693,2209923
2021-12-27,3671.000000,3700.000000,3653.100098,3696.100098,3689.616699,1534135
2021-12-28,3710.000000,3725.000000,3693.850098,3706.550049,3700.048340,1456218
2021-12-29,3692.250000,3719.949951,3685.000000,3694.699951,3688.218994,1456923
2021-12-30,3681.350098,3740.000000,3680.000000,3733.750000,3727.200684,1966475
2021-12-31,3742.800049,3760.000000,3731.300049,3738.350098,3731.792725,1207141
2022-01-03,3750.000000,3830.000000,3745.000000,3817.750000,3811.053223,2346158
2022-01-04,3831.100098,3889.149902,3811.699951,3884.750000,3877.935791,2488606
